,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
387,prabumulih,-3.45,104.25,76.91,92,98,3.02,ID,1602985632
388,oussouye,12.48,-16.55,80.51,85,0,5.53,SN,1602985632
389,araguaina,-7.19,-48.21,82.02,53,67,4.07,BR,1602985632
390,baoning,25.34,110.03,64.4,72,90,4.47,CN,1602985632
391,mogok,22.92,96.5,70.86,76,100,2.84,MM,1602985632
392,inuvik,68.35,-133.72,19.4,57,20,4.7,CA,1602985599
393,sabla,12.75,4.71,80.74,63,1,8.05,NG,1602985633
394,uinskoye,56.88,56.58,29.82,97,16,5.21,RU,1602985633
395,port lincoln,-34.73,135.87,57.61,54,23,8.3,AU,1602985633
396,cienfuegos,22.15,-80.44,77.0,88,20,4.7,CU,1602985633
397,malindi,-3.22,40.12,76.46,81,4,10.02,KE,1602985633
398,quatre cocos,-20.21,57.76,69.01,88,20,4.7,MU,1602985633
399,pontes e lacerda,-15.23,-59.34,74.23,82,11,1.03,BR,1602985633
400,chokurdakh,70.63,147.92,23.61,98,100,6.62,RU,1602985634
401,muzhi,65.37,64.67,25.18,95,99,11.95,RU,1602985634
402,nara,34.69,135.8,61.0,82,75,1.12,JP,1602985597
403,maua,-23.67,-46.46,60.8,82,90,10.29,BR,1602985634
404,klaksvik,62.23,-6.59,35.6,93,95,1.12,FO,1602985594
405,acari,-15.43,-74.62,64.65,67,55,3.74,PE,1602985634
406,muroto,33.28,134.15,64.4,63,75,8.05,JP,1602985634
407,leon valley,29.5,-98.62,71.6,88,1,6.96,US,1602985634
408,cape canaveral,28.41,-80.6,77.0,83,40,11.41,US,1602985604
409,tateyama,34.98,139.87,64.99,77,75,19.46,JP,1602985635
410,bilibino,68.05,166.44,22.69,95,100,2.46,RU,1602985635
411,tigzirt,36.89,4.12,61.99,50,24,3.31,DZ,1602985635
412,matara,5.95,80.54,80.6,77,94,12.3,LK,1602985587
413,kibakwe,-6.72,36.37,60.87,74,0,3.02,TZ,1602985635
414,kade,52.38,12.27,43.0,95,24,1.99,DE,1602985635
415,harnosand,62.63,17.94,35.01,92,39,3.36,SE,1602985635
416,alice springs,-23.7,133.88,75.2,53,28,9.17,AU,1602985435
417,lompoc,34.64,-120.46,73.4,77,20,9.17,US,1602985636
418,shitanjing,39.23,106.34,48.67,40,100,3.62,CN,1602985636
419,nata,8.33,-80.52,75.99,73,100,3.62,PA,1602985636
420,coahuayana,18.73,-103.68,80.08,84,100,1.97,MX,1602985636
421,choix,26.71,-108.32,84.02,54,0,1.63,MX,1602985636
422,paredon,16.03,-93.87,81.84,70,99,14.18,MX,1602985636
423,dhidhdhoo,6.88,73.1,82.4,77,100,13.29,MV,1602985637
424,flinders,-34.58,150.86,69.01,85,82,5.99,AU,1602985637
425,aykhal,66.0,111.5,8.6,84,0,2.24,RU,1602985479
426,isilkul,54.91,71.27,32.5,91,0,14.97,RU,1602985637
427,iacu,-12.77,-40.21,73.11,75,0,5.19,BR,1602985637
428,skjervoy,70.03,20.97,39.0,72,38,6.53,NO,1602985637
429,itoman,26.12,127.67,82.4,65,20,16.11,JP,1602985638
430,lufilufi,-13.87,-171.6,82.45,77,31,10.98,WS,1602985638
431,bria,6.54,21.99,68.11,92,100,2.04,CF,1602985638
432,jasper,37.2,-94.35,64.4,36,75,9.17,US,1602985638
433,zheleznodorozhnyy,55.75,38.0,37.4,100,75,11.18,RU,1602985638
434,manokwari,-0.87,134.08,83.41,75,100,11.65,ID,1602985638
435,codrington,-38.27,141.97,53.17,71,100,9.35,AU,1602985638
436,wageningen,51.97,5.67,42.01,100,20,2.24,NL,1602985638
437,stokmarknes,68.56,14.91,37.99,69,52,10.0,NO,1602985639
438,lulea,65.58,22.15,33.8,96,100,12.75,SE,1602985639
439,kalaleh,37.38,55.49,62.31,26,0,4.79,IR,1602985639
440,alta gracia,-31.65,-64.43,82.99,57,0,8.99,AR,1602985639
441,birin,26.89,88.07,66.45,88,11,0.49,NP,1602985639
442,mukhen,48.1,136.1,41.85,70,100,12.37,RU,1602985639
443,pangody,65.85,74.49,23.83,95,100,20.36,RU,1602985639
444,praxedis guerrero,31.37,-106.02,82.4,15,5,3.36,MX,1602985639
445,charters towers,-20.1,146.27,85.46,28,0,8.08,AU,1602985639
446,divnogorsk,55.96,92.36,57.2,35,100,8.95,RU,1602985640
447,omsukchan,62.53,155.8,28.17,77,90,7.58,RU,1602985593
448,san cristobal,7.77,-72.22,66.25,88,72,3.31,VE,1602985600
449,ust-omchug,61.15,149.63,23.31,82,97,4.14,RU,1602985640
450,muros,42.78,-9.06,57.0,92,100,7.65,ES,1602985640
451,beyneu,45.32,55.2,52.41,38,0,7.61,KZ,1602985640
452,port hawkesbury,45.62,-61.35,60.8,93,90,9.17,CA,1602985640
453,vao,-22.67,167.48,71.69,61,0,10.25,NC,1602985641
454,kloulklubed,7.04,134.26,82.4,74,90,10.29,PW,1602985641
455,modrica,43.52,21.36,46.4,93,40,1.12,RS,1602985641
456,san jose,37.34,-121.89,89.6,18,20,6.93,US,1602985585
457,kupino,54.37,77.3,34.65,82,0,15.84,RU,1602985641
458,carolina,18.38,-65.96,80.6,83,40,6.93,PR,1602985641
459,baracoa,20.35,-74.5,80.37,84,61,5.21,CU,1602985641
460,kholodnyy,62.72,147.95,21.27,84,0,4.25,RU,1602985641
461,guadalupe y calvo,26.1,-106.97,55.58,85,2,1.34,MX,1602985641
462,san andres,12.58,-81.7,84.2,83,90,9.17,CO,1602985642
463,nishihara,26.18,127.76,82.4,65,20,16.11,JP,1602985642
464,linguere,15.4,-15.12,84.49,55,0,8.03,SN,1602985642
465,grand baie,-20.02,57.58,69.01,82,24,5.01,MU,1602985642
466,port hueneme,34.15,-119.2,72.0,77,1,8.05,US,1602985642
467,lingao,19.91,109.69,76.8,86,100,24.45,CN,1602985642
468,yulara,-25.24,130.99,78.8,41,95,18.34,AU,1602985604
469,vilyuysk,63.76,121.62,14.63,92,0,4.34,RU,1602985642
470,funadhoo,6.15,73.27,82.56,76,100,13.31,MV,1602985643
471,coihaique,-45.58,-72.07,42.8,87,75,1.12,CL,1602985643
472,sao paulo de olivenca,-3.38,-68.87,75.34,89,100,1.81,BR,1602985643
473,moree,-29.47,149.85,77.0,36,93,8.05,AU,1602985643
474,moissy-cramayel,48.62,2.6,42.8,100,26,2.71,FR,1602985643
475,porto novo,6.5,2.6,76.21,91,24,3.11,BJ,1602985643
476,kincardine,56.07,-3.72,46.4,93,90,1.12,GB,1602985504
477,resistencia,-27.46,-58.98,82.4,58,80,12.75,AR,1602985644
478,puerto del rosario,28.5,-13.86,69.8,73,90,3.36,ES,1602985644
479,roald,62.58,6.13,42.8,70,73,18.34,NO,1602985644
480,cap-chat,49.1,-66.68,41.09,87,100,22.15,CA,1602985644
481,saint-pierre,-21.34,55.48,68.0,68,2,3.36,RE,1602985644
482,nioro,13.35,-15.75,78.15,86,0,3.8,GM,1602985644
483,abu samrah,35.3,37.18,55.56,81,0,0.51,SY,1602985644
484,nyamati,14.15,75.58,69.08,89,14,2.04,IN,1602985644
485,borovskoy,53.8,64.15,31.48,93,0,7.47,KZ,1602985644
486,phan thiet,10.93,108.1,80.65,80,91,3.89,VN,1602985507
487,raahe,64.68,24.48,37.4,93,90,1.12,FI,1602985645
488,ler,8.3,30.14,70.63,96,100,6.06,SS,1602985645
489,samarai,-10.62,150.67,81.14,81,22,12.06,PG,1602985645
490,garhi khairo,28.06,67.98,74.01,18,0,6.24,PK,1602985645
491,eureka,40.8,-124.16,61.0,83,0,1.99,US,1602985631
492,waingapu,-9.66,120.26,86.32,52,5,8.08,ID,1602985645
493,shimoda,34.67,138.95,62.6,77,75,19.46,JP,1602985645
494,nemuro,43.32,145.57,59.0,51,20,10.29,JP,1602985645
495,brae,60.4,-1.35,41.0,80,100,10.29,GB,1602985646
496,kaeo,-35.1,173.78,69.01,63,10,3.0,NZ,1602985646
497,iralaya,15.0,-83.23,80.06,86,75,8.37,HN,1602985646
498,floriano,-6.77,-43.02,82.63,24,96,5.68,BR,1602985646
499,gravdal,68.12,13.5,42.37,65,89,23.13,NO,1602985646
500,ostersund,63.18,14.64,33.8,86,100,9.17,SE,1602985597
501,shenjiamen,29.96,122.3,68.0,65,14,14.05,CN,1602985646
502,svetlaya,46.54,138.33,55.29,52,0,13.29,RU,1602985647
503,waw,7.7,28.0,71.65,91,100,2.51,SS,1602985647
504,nouadhibou,20.93,-17.03,77.0,57,0,16.11,MR,1602985647
505,yangcun,39.36,117.06,57.2,62,0,4.47,CN,1602985647
506,severobaykalsk,55.65,109.32,35.17,87,100,3.22,RU,1602985647
507,bubaque,11.28,-15.83,81.97,85,4,10.22,GW,1602985647
508,comodoro rivadavia,-45.87,-67.5,68.0,32,50,17.22,AR,1602985501
509,el colomo,19.05,-104.25,86.0,79,40,5.82,MX,1602985648
510,merauke,-8.47,140.33,83.82,65,7,15.23,ID,1602985583
511,okha,53.57,142.95,44.76,60,23,9.82,RU,1602985648
512,kosh-agach,50.0,88.67,30.63,76,100,1.5,RU,1602985648
513,aliwal north,-30.69,26.71,60.06,38,0,1.48,ZA,1602985648
514,hede,33.77,120.25,64.65,42,97,2.62,CN,1602985648
515,kulhudhuffushi,6.62,73.07,82.53,76,98,14.16,MV,1602985648
516,nyurba,63.28,118.33,17.8,90,0,3.29,RU,1602985648
517,broken hill,-31.95,141.43,59.0,58,75,14.99,AU,1602985649
518,brownwood,31.71,-98.99,73.4,64,75,12.75,US,1602985649
519,petropavlivka,48.46,36.44,62.74,80,100,11.88,UA,1602985649
520,mikuni,36.22,136.15,62.6,63,75,2.24,JP,1602985649
521,san joaquin,37.93,-121.3,88.0,28,40,4.7,US,1602985649
522,bonavista,48.65,-53.11,48.0,84,100,7.0,CA,1602985649
523,olafsvik,64.89,-23.71,44.85,84,100,23.11,IS,1602985649
524,burns lake,54.23,-125.75,30.6,91,80,4.34,CA,1602985650
525,guanare,9.04,-69.74,73.76,93,40,3.47,VE,1602985650
526,sinnamary,5.38,-52.95,80.92,81,29,11.23,GF,1602985650
527,yen bai,21.7,104.87,71.87,74,100,2.82,VN,1602985650
528,bilma,18.69,12.92,80.73,17,0,3.87,NE,1602985650
529,olivenza,38.68,-7.1,54.0,46,0,5.99,ES,1602985650
530,saint-joseph,-21.37,55.62,68.0,68,19,3.36,RE,1602985650
531,teahupoo,-17.83,-149.27,80.6,78,75,14.99,PF,1602985651
532,ignalina,55.35,26.17,35.87,84,100,6.08,LT,1602985651
533,aldan,58.6,125.39,17.6,94,100,5.84,RU,1602985651
534,darnah,32.77,22.64,75.6,62,80,0.47,LY,1602985651
535,zhoucheng,35.91,116.31,64.0,1,19,6.67,CN,1602985651
536,erdemli,36.6,34.31,70.32,74,0,4.85,TR,1602985651
537,tautira,-17.73,-149.15,80.6,78,75,14.99,PF,1602985651
538,methoni,36.82,21.7,64.0,82,14,8.05,GR,1602985652
539,kavieng,-2.57,150.8,84.25,74,10,7.61,PG,1602985652
540,perth,-31.93,115.83,75.0,46,0,14.99,AU,1602985608
541,bodden town,19.28,-81.25,86.0,79,20,12.75,KY,1602985652
542,otofuke,42.99,143.2,59.0,51,20,6.93,JP,1602985378
543,puri,19.8,85.85,78.8,94,20,2.24,IN,1602985652
544,bucerias,20.75,-105.33,86.0,79,75,4.7,MX,1602985652
545,russell,32.35,-85.2,62.6,87,1,6.46,US,1602985653
546,atasu,48.68,71.64,47.43,50,93,8.93,KZ,1602985653
547,jalu,29.03,21.55,79.3,23,0,14.09,LY,1602985653
548,kieta,-6.22,155.63,85.89,65,100,5.39,PG,1602985653
549,tagusao,9.19,117.81,83.79,70,60,6.13,PH,1602985653
550,ilhabela,-23.78,-45.36,69.42,78,91,10.16,BR,1602985597
551,anadyr,64.75,177.48,37.4,74,49,2.24,RU,1602985653
552,namwala,-15.75,26.44,65.21,38,0,3.65,ZM,1602985654
553,san jose de guanipa,8.89,-64.17,76.96,84,100,7.36,VE,1602985533
554,la ronge,55.1,-105.28,26.6,73,90,19.46,CA,1602985641
555,namibe,-15.2,12.15,69.19,71,58,6.11,AO,1602985654
556,taltal,-25.4,-70.48,58.46,72,6,4.52,CL,1602985618
557,sisimiut,66.94,-53.67,38.17,85,100,15.23,GL,1602985654
558,surt,31.21,16.59,72.88,82,99,13.85,LY,1602985654
